"TERM";"URI";"HIT SCORE";"PONDERATED SCORE";"TERM MATCHED";"TERM SIMILARITY"
"LEAD   DEVICE EXTRACTION LEFT SIDED SYSTEM ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80437";44.35646;52.339115;"Lead Extraction";55
"PACEMAKER REIMPLANT ON RIGHT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99998";32.75555;49.4388875;"Pacemaker Procedure";55
"N. STEMI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C29274";19.55619;26.6390475;"N,N-DIMETHYLACETAMIDE";29
"REMOVAL OF STENT FROM RIGHT MAIN PULMONARY ARTERY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5381";45.541847;59.38546175;"Choriocarcinoma of the Pulmonary Artery";64
"JAW FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26803";46.848476;86.712119;"Jaw Fracture";100
"SMALL FRONTAL BRAIN TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4420";33.36757;64.5918925;"Benign Frontal Sinus Tumor";75
"URO";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95569";27.659424;63.164856;"URO-D";75
"METASTASTIC BREAST CANCER TO LIVER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C36302";56.720158;81.68003949999999;"Metastatic Breast Cancer in the Liver";90
"SBP VS INCARCERATED HERNIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122786";58.13522;70.033805;"Incarcerated Inguinal Hernia";74
"LEFT KNEE OSTEOARTROSIS UNSPECIFICED RATHER GENERALIZED OR LOCALIZED INVOLVING LOWER LEG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84372";51.616398;38.4040995;"Knee to Heel Length Measurement";34
"LEFT LEG NUMBNESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C132552";41.10482;59.026205;"NSAA - Hop Left Leg";65
"SARCOID FLARE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C112283";38.109615;62.02740375;"Flare Size";70
"CHRONIC TYLENOL INGESTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C29526";26.131813;50.03295325;"Tylenol Sinus";58
"P ARREST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C61462";36.844143;73.71103575000001;"Arrest";86
"LET HEART CATHETERIZATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80413";44.16233;84.5405825;"Left Heart Catheterization";98
"IMPLANTABLE CARDIOVERTER DEFIBRILLATOR IMPLANT ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80435";108.46294;94.615735;"IMPLANTABLE CARDIOVERTER DEFIBRILLATOR";90
"BILIARY DILITATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C113136";47.69439;59.9235975;"DILATATION";64
"MUCOCELE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C98968";31.082066;55.7705165;"Lacrimal Mucocele";64
"DIVERTING COLOSTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C94239";32.16806;65.04201499999999;"Perineal Colostomy";76
"PROSTETIC VALVE ENDOCARDITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C128356";56.81933;87.7048325;"Prosthetic Valve Endocarditis";98
"SPESIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143827";21.525288;67.631322;"Sepsis";83
"CSF OTORRHEA RIGHT EAR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C81285";36.566105;52.64152625;"Right Ear";58
"ALLO TX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C160787";20.130491;47.78262275;"ALLO647";57
"COMPARTMENT SYNDROME OF THE ABDOMEN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C118422";43.57627;65.6440675;"Compartment Syndrome";73
"CORONARY ARTERY BYPASS GRAFT x4 ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51998";76.651276;90.412819;"CORONARY ARTERY BYPASS GRAFT";95
"POLY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C758";25.330585;61.082646249999996;"Poly IC";73
"EVALUATION FOR LYMPHOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C53593";32.17044;61.292609999999996;"REASON FOR NON-EVALUATION";71
"O CORONARY ARTERY DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26732";54.47512;85.61878;"Coronary Artery Disease";96
"HEART CATHERIZATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80413";39.907585;72.97689625;"Left Heart Catheterization";84
"RAPID AFIB UTI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50466";25.631283;42.40782075;"Atrial Fibrillation";48
"WOLFF PARKINSON WHITE SYNDROME";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35132";83.06221;95.7655525;"WOLFF-PARKINSON-WHITE SYNDROME";100
"HYPERKALEMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143554";29.404531;79.35113275;"Hyperkalemia";96
"RIGHT FLOOR OF MOUTH CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9319";38.496822;69.6242055;"Mouth Floor Cancer";80
"RADIO FREQUENCY ABLATION LIVER   REMOTE WEST  ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C20985";41.37314;45.593285;"Catheter Ablation";47
"STATUS POST LEFT ILIAC ARTERY SURGERY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32957";50.836926;54.7092315;"Left Common Iliac Artery";56
"PERFORATED DIVERTICULA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12264";25.853006;53.7132515;"Meckel Diverticulum";63
"LEG ULCERS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3426";35.249176;65.062294;"Ulcers";75
"FULIMANT LIVER FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26922";37.152763;64.78819075;"Liver Failure";74
"DUODENAL LIPOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C57789";35.55138;62.137845;"Duodenal Fistula";71
"STATUS POST LIVER TX N";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;58.444996;"Status Post";67
"BIPOLAR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C13154";34.092216;58.773054;"Bipolar Neuron";67
"DEPRESSED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C117199";33.46187;83.3654675;"Depressed";100
"VP MALFUNTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99921";24.59519;53.3987975;"ATRIAL PACING MALFUNCTION";63
"SPLENIC MARGINAL ZONE LYMPHOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4663";65.29586;91.323965;"Splenic Marginal Zone Lymphoma";100
"LIVER AND RENAL DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3959";38.693428;63.673356999999996;"Liver Disease";72
"QUESTION OF SEIZURES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2962";46.748814;67.1872035;"Convulsion/Seizure";74
"ACUTE ISCHEMIC STROKE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";66.02316;79.50579;"Arterial Ischemic Stroke";84
"UPPER GI BLEED ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C25265";41.072544;65.018136;"Upper GI";73
"PVT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C18601";18.864038;69.2160095;"PVT1";86
"SEVERE RIGHT SUPERFICIAL FEMORAL ARTERY STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33661";69.28076;69.82019;"SUPERFICIAL FEMORAL ARTERY";70
"AORTIC VEGATATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127641";33.45702;51.114255;"Aortic Root";57
"NEW CHF";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3080";24.458508;51.114627;"CHF";60
"ICH AND FACIAL FRACTURES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99039";32.378086;46.3445215;"Radial Fracture";51
"PINEAL REGION EPIDIMOID";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3328";34.662273;65.66556825;"Pineal Region Neoplasm";76
"ACUTE HEPATITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157781";37.780113;79.94502825000001;"Acute Hepatitis B";94
"THORASCOPIC VS LEFT THORACOTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154873";39.649155;52.66228875;"THORACOSCOPIC WEDGE RESECTION";57
"HYPOTENNSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C55061";28.468468;79.11711700000001;"Hypotension";96
"RIGID BRONCHOSCOPY WITH TUMOR DEBRIDEMENT ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51638";35.320724;47.830180999999996;"Bronchoscopy with Biopsy";52
"AORTIC VALVE REPLACEMENT   ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50815";63.918285;90.97957124999999;"AORTIC VALVE REPLACEMENT";100
"TRANSCATHETER AORTIC VALVE IMPLANT  TAVI  W";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100022";86.14215;89.7855375;"TRANSCATHETER AORTIC VALVE IMPLANT";91
"DIRECT AORTIC APPROACH  ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C142403";44.869556;49.467389;"Bayesian Approach";51
"NUMBNESS IN LIP";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C159916";37.383812;56.595953;"Numbness in your arm";63
"EPISTAXIX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143447";30.787724;74.446931;"Epistaxis";89
"VOMITING AND DIARRHEA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3259";35.39833;68.8495825;"Nausea and Vomiting";80
"CALCIUM CHANNEL BLOCKER OVERDOSE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C333";69.50907;80.3772675;"Calcium Channel Blocker";84
"OLIGODENDROGLIOMA RIGHT ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4045";30.323486;71.3308715;"Oligodendroglioma";85
"RULE IN MYOCARDIAL INFARCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143691";40.13327;73.0333175;"Myocardial Infarction";84
"RETRO ORBITAL ABCESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C8597";50.02737;69.5068425;"Retro-Orbital Neoplasm";76
"IPMT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C46062";24.444489;47.36112225;"TPMT-3C";55
"STROKE ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3390";26.280478;81.5701195;"Stroke";100
"ISCHEMIC ULCER LEFT FOOT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100610";36.67526;52.668815;"MNSI - Left Foot Infection";58
"THORACIC SPINE FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C69315";43.455296;67.863824;"THORACIC SPINE";76
"NECROTIC TOE LEFT FOOT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100618";57.675842;57.1689605;"MNSI - Left Foot Vibration Great Toe";57
"STATUS POST TOTAL COLECTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51924";38.923336;62.980834;"Total Colectomy";71
"ACITIES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143300";21.257633;69.81440825;"Ascites";86
"GASTRIC CARDIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12256";42.053078;85.5132695;"GASTRIC CARDIA";100
"SUPERFICIAL FEMORAL ARTERY STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33661";69.28076;81.07019;"SUPERFICIAL FEMORAL ARTERY";85
"ANGIOPLATY W";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51999";33.802883;73.70072075;"Angioplasty";87
"STENT PLACEMENT OF LEFT CIRCUMFLEX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C116176";44.6299;56.157475;"LEFT CIRCUMFLEX ARTERY OSTIUM";60
"BRAIN AVM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C172467";22.575203;46.89380075;"Dietary Grain";55
"ACA ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26693";29.508924;67.377231;"ANEURYSM";80
"BILATERAL PES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C13332";25.359886;67.8399715;"BILATERAL";82
"BLEEDING DISORDER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115221";38.8442;84.71105;"Bleeding Disorder";100
"EBV";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C163993";21.914948;19.728737;"EBV Immortalized Lymphocytes";19
"MENINGIOMA LEFT FRONTAL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5292";43.50857;64.1271425;"Frontal Convexity Meningioma";71
"INTERLEUKIN HD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C20497";32.164696;74.041174;"Interleukin";88
"IL2";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C24498";26.604738;81.6511845;"IL2";100
"PRE OP";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C139982";577.9538;174.48845;"Pre-operative Evaluation";40
"MITAL VALVE REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50825";57.785137;87.94628425;"MITRAL VALVE REPLACEMENT";98
"PERSONAL HX OF BREAST CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C123677";31.508347;58.127086750000004;"EXACT1-Short Breath Personal Care";67
"ANGINA PECTORIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51221";46.552097;86.63802425;"Angina pectoris";100
"RESECTION OF LEFT ARTERAL APPENDAGE ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99965";41.49862;69.624655;"LEFT ATRIAL APPENDAGE OCCLUSION";79
"PRE OP LIVER TX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C110359";26.12212;47.78053;"Live Oak County, TX";55
"RE STERNOTOMY VS RIGHT THORACOTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C168454";37.31466;51.328665;"Thoracotomy Scar";56
"INCREASING LEG WEAKNESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122984";37.745964;64.186491;"Have Weakness in Legs";73
"ESOPHAGEAL CENCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157845";27.14087;63.7852175;"Esophageal Cancer Surgery";76
"METASTATIS CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3580";34.293022;64.8232555;"Bone Metastasis";75
"ELEVATED LIVER FUNCTION TESTS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C74954";47.4509;71.112725;"Liver Function Test";79
"SEIZURES AND SKULLTUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2962";46.748814;50.6872035;"Seizures";52
"ISCHEMIA BILATERAL LEGS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";39.277718;60.8194295;"Arterial Ischemic Stroke";68
"BILATERAL LEG ANGIOGRAM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C114864";33.601715;63.15042875;"X-ray-Based Angiogram";73
"RIGHT TUMOR FRONTAL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4419";35.54943;68.13735750000001;"Frontal Sinus Tumor";79
"LEFT FRONTAL INTRACRANIAL HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143596";46.032894;71.5082235;"Intracranial Hemorrhage, CTCAE";80
"LEFT ATRIAL THROMBUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C111118";42.778614;75.1946535;"Atrial Thrombus";86
"RECURRENT CONJESTIVE HEART FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3080";62.590767;74.89769175;"Congestive Heart Failure";79
"ATRAIL FIBRILLATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C54767";47.182304;83.045576;"Atrial Fibrillation";95
"FERORATED BOWEL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C131916";27.254684;50.313671;"Bowel Continence";58
"FAILED TOTAL HIP LEFT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C15748";29.585989;44.89649725;"Total Nodal Irradiation";50
"REMOVAL LEFT ATRIAL MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4791";40.24833;63.3120825;"Left Atrial Myxoma";71
"NASOPHARNGYEAL CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3871";27.679457;78.16986425;"Nasopharyngeal Cancer";95
"CLOGGED DOBOFF";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C160968";19.803875;42.45096875;"Cogmed Program";50
"SPINAL CORD TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C71024";50.55946;87.639865;"Spinal Cord Tumor";100
"SKULL METASTASIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5629";32.85489;71.2137225;"Skin Metastasis";84
"ICH WITH HERNIATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C22103";27.659424;42.914856;"Mucosal Herniation of the Mouse Intestinal Tract";48
"R  FACIAL SWELLING";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C103220";29.140638;44.7851595;"AXIAL R";50
"R  MANDIBULAR REPAIR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C60586";29.942345;59.98558625;"Mandibular gland (RENI)";70
"ASCITES LEAK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143300";28.447777;62.61194425;"Ascites";74
"STAGE LIVE DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84428";36.061974;75.0154935;"End Stage Liver Disease";88
"PHARYNGITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143758";31.69141;82.9228525;"Pharyngitis";100
"OVARIAN HYPERSTIMULATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C92911";27.659424;69.164856;"Uterine Hyperstimulation";83
"SUBURAL HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50759";43.999058;83.7497645;"Subdural Hemorrhage";97
"EXCESS SKIN FROM BILATERAL ARMS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C119270";26.249393;45.56234825;"Base Excess Measurement";52
"REDO MITRAL VAVLE REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50825";56.622578;79.4056445;"MITRAL VALVE REPLACEMENT";87
"PERITONSILLAR ABSESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C128322";51.767796;86.441949;"Peritonsillar Abscess";98
"ACUTE PANCREATITITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95437";44.28302;82.320755;"Acute Pancreatitis";95
"NON MELANOMA NEOPLASM OF THE FACE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4914";38.52383;63.6309575;"Non-Melanoma Cancer of the Skin";72
"SCROTAL INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143825";36.248608;84.062152;"Scrotal Infection";100
"THORACIC FX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C13360";25.459663;69.36491575;"Thoracic";84
"TRACHEAL BRONCHOMALASIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C58205";38.933613;53.23340325;"Tracheal Fistula, CTCAE";58
"THORACIC MENINGIOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5297";38.989174;66.7472935;"Thoracic Intraspinal Meningioma";76
"BOWEL OBTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9175";33.037285;81.00932125;"Bowel Obstruction";97
"THREE VESSEL CORONARY DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100020";368.8651;167.216275;"Three Vessel Coronary Disease";100
"INTRACTABLE FRONTAL LOBE SEIZURES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23287";50.818665;59.20466625;"Murine Frontal Lobe";62
"RESPIRAORY FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143809";41.767273;83.19181825;"Respiratory Failure";97
"LT HALLUX GANGRENE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50573";31.081373;54.270343249999996;"Gangrene";62
"PERFORATED GALLBLADDER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C22520";23.049177;59.76229425;"Mouse Gallbladder";72
"SUBDURAL HAMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C116585";52.628464;83.657116;"Subdural Hematoma";94
"THROBOVYTOPENIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3991";23.80098;61.450245;"Immune Thrombocytopenia";74
"INTERSTIAL LUNG DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C164315";42.277756;82.569439;"Interstitial Lung Disease";96
"MIDBRAIN BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12510";36.864273;63.96606825;"MIDBRAIN";73
"FEVER TACHY CARDIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C119245";26.097403;45.524350749999996;"Cardiac Index";52
"O ST SEGMENT MI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50540";42.623356;66.155839;"ST Segment Elevation";74
"RHABDOMYLOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143226";28.939466;73.9848665;"Rhabdomyolysis";89
"SUDURAL HEMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C116585";48.54129;84.8853225;"Subdural Hematoma";97
"CHEMOTHERAPY  INTERLEUKIN  HD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C20497";32.164696;51.541174;"Interleukin";58
"IL ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C43491";17.047302;79.2618255;"IL";100
"RIGHT SHOULDER DISLOCATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35020";51.04962;78.012405;"Shoulder Dislocation";87
"ULNAR NERVE INVOLVEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C52807";43.00753;59.5018825;"NERVE, ULNAR";65
"CLAVICLE FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26987";52.23426;88.058565;"Clavicle Fracture";100
"STAB WOUND CHEST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C120873";29.991518;46.497879499999996;"Cutaneous Crust";52
"3RD DEGREE HEART BLOCK SARCOID";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C111091";62.771385;79.44284625;"3rd Degree Heart Block";85
"CSF RHINORRHEA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143242";36.41156;71.35289;"Rhinorrhea";83
"POLYNEUROPATHY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26951";30.76165;82.6904125;"Polyneuropathy";100
"PSEUDOARTHROSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C132080";29.386496;50.096624;"Congenital Pseudarthrosis of Tibia";57
"TRACHEOBROPCHIAL MALACIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28744";29.138786;63.5346965;"Tracheobronchial";75
"RPA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C102857";30.25039;82.5625975;"RPA";100
"VENTRICULAR TACHYCARDIA ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50802";46.620384;86.655096;"Ventricular Tachycardia";100
"SUBDURAL BLEEDING";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154889";39.249924;57.812481;"BLEEDIND";64
"INTER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33759";18.72348;51.18087;"Inter Brain";62
"CRANIAL MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34808";24.331589;43.58289725;"MASS";50
"MESENTERIC BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33103";48.655434;67.6638585;"Mesenteric Membrane";74
"TUMOR RIGHT TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C160199";38.901993;51.72549825;"Tumor Laterality Right";56
"AORTIC VALVE REGURGATATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50861";60.6829;87.170725;"Aortic Valve Regurgitation";96
"FAILED LEFT TOTAL KNEE REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51565";63.147842;75.03696049999999;"Total Knee Replacement";79
"FLU RESPIRATORY DISTRESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27165";44.042313;79.26057825;"Respiratory Distress";91
"CHORD COMPRESSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143233";40.645485;51.41137125;"Spinal cord compression";55
"AP";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C165650";24.493866;48.8734665;"AP002";57
"SKULL INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26726";26.022936;62.755734000000004;"INFECTION";75
"PANCREATIC DUCT CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154699";40.30835;70.8270875;"DUCT, PANCREATIC";81
"TREACHEAL STENOSIS ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143883";43.568703;83.64217575;"Tracheal Stenosis";97
"PULMONARY INFILTRATE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C102531";44.93616;86.23404;"Pulmonary Infiltrate";100
"ACUTE RENAL ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26808";28.170746;61.7926865;"Acute Renal Failure";73
"AORTIC DESSCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50461";39.26097;78.0652425;"Aortic Dissection";91
"ARTERIAL CLOTS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C74762";24.981035;63.24525875;"Bacterial Casts";76
"CHRONIC ULCERATIVE COLITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2952";57.60417;75.9010425;"Colitis Ulcerative";82
"CEREBELLAR ICH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12445";41.760475;72.69011875;"Cerebellar";83
"SEPSIS VERSUS GI BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C48592";35.262394;48.5655985;"GI Bleed";53
"UNISOM OVERDOSE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50873";35.72746;61.431865;"Overdose";70
"RIGHT ANKLE JOINT PAIN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32078";39.334778;60.0836945;"ANKLE JOINT";67
"BLEEDING BRAIN METS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115221";27.735008;55.683752;"Bleeding Diathesis";65
"CORONARY ARTERY BYPASS GRAFT     NO ASSESSMENT NEEDED   ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51998";76.651276;73.912819;"CORONARY ARTERY BYPASS GRAFT";73
"SEVERE PULMONARY HYPERTENSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C55068";46.668385;76.16709625;"Pulmonary Hypertension";86
"NECROIZING FASCIITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84916";53.38879;86.8471975;"Necrotizing Fasciitis";98
"COMPAT SYNDROME";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35923";24.44366;47.360915;"Compact";55
"TIB FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3046";26.455013;66.61375325;"FRACTURE";80
